source_file,source_question_id,exam,subject,topic,subtopic,difficulty,language,question,question_hi,english_question,option_a,option_b,option_c,option_d,correct_answer,explanation,status,tags,import_key
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1329,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 14, 20, 26, 32, 38, ?","श्रृंखला पूरी करें: 14, 20, 26, 32, 38, ?",,44,50,38,56,A,हर बार 6 जोड़ा गया है; अगला पद 44 है।,pending_review,,d4db792ae8ee061b
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1330,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 24, 26, 28, 30, 32, ?","श्रृंखला पूरी करें: 24, 26, 28, 30, 32, ?",,34,36,32,38,A,हर बार 2 जोड़ा गया है; अगला पद 34 है।,pending_review,,1447fe03126bcfdd
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1331,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 23, 25, 27, 29, 31, ?","श्रृंखला पूरी करें: 23, 25, 27, 29, 31, ?",,33,35,31,37,A,हर बार 2 जोड़ा गया है; अगला पद 33 है।,pending_review,,173c044a47d5025f
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1332,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 10, 17, 24, 31, 38, ?","श्रृंखला पूरी करें: 10, 17, 24, 31, 38, ?",,45,52,38,59,A,हर बार 7 जोड़ा गया है; अगला पद 45 है।,pending_review,,6e48197b3ce03af9
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1333,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 25, 30, 35, 40, 45, ?","श्रृंखला पूरी करें: 25, 30, 35, 40, 45, ?",,50,55,45,60,A,हर बार 5 जोड़ा गया है; अगला पद 50 है।,pending_review,,da5bf142a8f0c59d
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1334,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 15, 22, 29, 36, 43, ?","श्रृंखला पूरी करें: 15, 22, 29, 36, 43, ?",,50,57,43,64,A,हर बार 7 जोड़ा गया है; अगला पद 50 है।,pending_review,,1aa00eb154be1078
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1336,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 29, 32, 35, 38, 41, ?","श्रृंखला पूरी करें: 29, 32, 35, 38, 41, ?",,44,47,41,50,A,हर बार 3 जोड़ा गया है; अगला पद 44 है।,pending_review,,bbb201dcdd4c65f8
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1338,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 3, 5, 7, 9, 11, ?","श्रृंखला पूरी करें: 3, 5, 7, 9, 11, ?",,13,15,11,17,A,हर बार 2 जोड़ा गया है; अगला पद 13 है।,pending_review,,21064dabf3f6a189
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1339,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 24, 31, 38, 45, 52, ?","श्रृंखला पूरी करें: 24, 31, 38, 45, 52, ?",,59,66,52,73,A,हर बार 7 जोड़ा गया है; अगला पद 59 है।,pending_review,,29fa86035db4ac1d
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1340,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 23, 27, 31, 35, 39, ?","श्रृंखला पूरी करें: 23, 27, 31, 35, 39, ?",,43,47,39,51,A,हर बार 4 जोड़ा गया है; अगला पद 43 है।,pending_review,,82b3b31a1c0b1c1c
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1341,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 19, 26, 33, 40, 47, ?","श्रृंखला पूरी करें: 19, 26, 33, 40, 47, ?",,54,61,47,68,A,हर बार 7 जोड़ा गया है; अगला पद 54 है।,pending_review,,6447e0f174110485
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1342,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 26, 31, 36, 41, 46, ?","श्रृंखला पूरी करें: 26, 31, 36, 41, 46, ?",,51,56,46,61,A,हर बार 5 जोड़ा गया है; अगला पद 51 है।,pending_review,,0627a6c5eacc2ba8
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1343,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 21, 28, 35, 42, 49, ?","श्रृंखला पूरी करें: 21, 28, 35, 42, 49, ?",,56,63,49,70,A,हर बार 7 जोड़ा गया है; अगला पद 56 है।,pending_review,,c66cb6feee3ba8de
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1344,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 12, 17, 22, 27, 32, ?","श्रृंखला पूरी करें: 12, 17, 22, 27, 32, ?",,37,42,32,47,A,हर बार 5 जोड़ा गया है; अगला पद 37 है।,pending_review,,acd3e78532c71378
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1345,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 20, 26, 32, 38, 44, ?","श्रृंखला पूरी करें: 20, 26, 32, 38, 44, ?",,50,56,44,62,A,हर बार 6 जोड़ा गया है; अगला पद 50 है।,pending_review,,1f20660add2d5fc2
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1348,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 29, 31, 33, 35, 37, ?","श्रृंखला पूरी करें: 29, 31, 33, 35, 37, ?",,39,41,37,43,A,हर बार 2 जोड़ा गया है; अगला पद 39 है।,pending_review,,33d4f69727703e81
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1349,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 9, 15, 21, 27, 33, ?","श्रृंखला पूरी करें: 9, 15, 21, 27, 33, ?",,39,45,33,51,A,हर बार 6 जोड़ा गया है; अगला पद 39 है।,pending_review,,5173442660e572d6
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1350,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 28, 33, 38, 43, 48, ?","श्रृंखला पूरी करें: 28, 33, 38, 43, 48, ?",,53,58,48,63,A,हर बार 5 जोड़ा गया है; अगला पद 53 है।,pending_review,,a3293f76d7486f22
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1351,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 14, 19, 24, 29, 34, ?","श्रृंखला पूरी करें: 14, 19, 24, 29, 34, ?",,39,44,34,49,A,हर बार 5 जोड़ा गया है; अगला पद 39 है।,pending_review,,319005be1e319609
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1352,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 17, 26, 35, 44, 53, ?","श्रृंखला पूरी करें: 17, 26, 35, 44, 53, ?",,62,71,53,80,A,हर बार 9 जोड़ा गया है; अगला पद 62 है।,pending_review,,a4e9e427132dca28
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1354,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 25, 33, 41, 49, 57, ?","श्रृंखला पूरी करें: 25, 33, 41, 49, 57, ?",,65,73,57,81,A,हर बार 8 जोड़ा गया है; अगला पद 65 है।,pending_review,,df8d7fa16fc944cf
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1355,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 6, 12, 18, 24, 30, ?","श्रृंखला पूरी करें: 6, 12, 18, 24, 30, ?",,36,42,30,48,A,हर बार 6 जोड़ा गया है; अगला पद 36 है।,pending_review,,f6ac6bbda79a7164
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1356,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 5, 13, 21, 29, 37, ?","श्रृंखला पूरी करें: 5, 13, 21, 29, 37, ?",,45,53,37,61,A,हर बार 8 जोड़ा गया है; अगला पद 45 है।,pending_review,,334005ae96ec50cc
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1357,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 24, 27, 30, 33, 36, ?","श्रृंखला पूरी करें: 24, 27, 30, 33, 36, ?",,39,42,36,45,A,हर बार 3 जोड़ा गया है; अगला पद 39 है।,pending_review,,6d441870c7b2381f
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1358,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 16, 18, 20, 22, 24, ?","श्रृंखला पूरी करें: 16, 18, 20, 22, 24, ?",,26,28,24,30,A,हर बार 2 जोड़ा गया है; अगला पद 26 है।,pending_review,,71545823f62d3eb7
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1360,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 9, 18, 27, 36, 45, ?","श्रृंखला पूरी करें: 9, 18, 27, 36, 45, ?",,54,63,45,72,A,हर बार 9 जोड़ा गया है; अगला पद 54 है।,pending_review,,19336f02e51d912e
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1361,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 15, 24, 33, 42, 51, ?","श्रृंखला पूरी करें: 15, 24, 33, 42, 51, ?",,60,69,51,78,A,हर बार 9 जोड़ा गया है; अगला पद 60 है।,pending_review,,54d9eab5264f46a1
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1362,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 2, 7, 12, 17, 22, ?","श्रृंखला पूरी करें: 2, 7, 12, 17, 22, ?",,27,32,22,37,A,हर बार 5 जोड़ा गया है; अगला पद 27 है।,pending_review,,e256f56d5a3f0d3b
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1364,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 5, 11, 17, 23, 29, ?","श्रृंखला पूरी करें: 5, 11, 17, 23, 29, ?",,35,41,29,47,A,हर बार 6 जोड़ा गया है; अगला पद 35 है।,pending_review,,623ea63894d6fc0e
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1367,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 6, 9, 12, 15, 18, ?","श्रृंखला पूरी करें: 6, 9, 12, 15, 18, ?",,21,24,18,27,A,हर बार 3 जोड़ा गया है; अगला पद 21 है।,pending_review,,53736a9eb4c5878d
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1368,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 27, 29, 31, 33, 35, ?","श्रृंखला पूरी करें: 27, 29, 31, 33, 35, ?",,37,39,35,41,A,हर बार 2 जोड़ा गया है; अगला पद 37 है।,pending_review,,f438a5598fb60f30
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1370,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 18, 21, 24, 27, 30, ?","श्रृंखला पूरी करें: 18, 21, 24, 27, 30, ?",,33,36,30,39,A,हर बार 3 जोड़ा गया है; अगला पद 33 है।,pending_review,,6c2719ffd3d28fa4
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1371,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 26, 32, 38, 44, 50, ?","श्रृंखला पूरी करें: 26, 32, 38, 44, 50, ?",,56,62,50,68,A,हर बार 6 जोड़ा गया है; अगला पद 56 है।,pending_review,,4d0e8b336ad84cdf
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1372,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 17, 19, 21, 23, 25, ?","श्रृंखला पूरी करें: 17, 19, 21, 23, 25, ?",,27,29,25,31,A,हर बार 2 जोड़ा गया है; अगला पद 27 है।,pending_review,,960df36cfab81542
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1373,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 4, 10, 16, 22, 28, ?","श्रृंखला पूरी करें: 4, 10, 16, 22, 28, ?",,34,40,28,46,A,हर बार 6 जोड़ा गया है; अगला पद 34 है।,pending_review,,bfacb78eba9c7b68
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1374,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 13, 20, 27, 34, 41, ?","श्रृंखला पूरी करें: 13, 20, 27, 34, 41, ?",,48,55,41,62,A,हर बार 7 जोड़ा गया है; अगला पद 48 है।,pending_review,,85e389b10927b7c1
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1375,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 13, 19, 25, 31, 37, ?","श्रृंखला पूरी करें: 13, 19, 25, 31, 37, ?",,43,49,37,55,A,हर बार 6 जोड़ा गया है; अगला पद 43 है।,pending_review,,489ca49b7d8b96d6
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1376,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 22, 25, 28, 31, 34, ?","श्रृंखला पूरी करें: 22, 25, 28, 31, 34, ?",,37,40,34,43,A,हर बार 3 जोड़ा गया है; अगला पद 37 है।,pending_review,,1c6d156afac36e08
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1378,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 30, 35, 40, 45, 50, ?","श्रृंखला पूरी करें: 30, 35, 40, 45, 50, ?",,55,60,50,65,A,हर बार 5 जोड़ा गया है; अगला पद 55 है।,pending_review,,cc43ee8a3e822c62
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1379,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 18, 24, 30, 36, 42, ?","श्रृंखला पूरी करें: 18, 24, 30, 36, 42, ?",,48,54,42,60,A,हर बार 6 जोड़ा गया है; अगला पद 48 है।,pending_review,,4ed852d6e6205373
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1380,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 29, 34, 39, 44, 49, ?","श्रृंखला पूरी करें: 29, 34, 39, 44, 49, ?",,54,59,49,64,A,हर बार 5 जोड़ा गया है; अगला पद 54 है।,pending_review,,2da55f1c64174291
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1381,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 22, 27, 32, 37, 42, ?","श्रृंखला पूरी करें: 22, 27, 32, 37, 42, ?",,47,52,42,57,A,हर बार 5 जोड़ा गया है; अगला पद 47 है।,pending_review,,76c53ef59910c391
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1384,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 9, 11, 13, 15, 17, ?","श्रृंखला पूरी करें: 9, 11, 13, 15, 17, ?",,19,21,17,23,A,हर बार 2 जोड़ा गया है; अगला पद 19 है।,pending_review,,0e8dc12102dbfb22
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1385,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 16, 23, 30, 37, 44, ?","श्रृंखला पूरी करें: 16, 23, 30, 37, 44, ?",,51,58,44,65,A,हर बार 7 जोड़ा गया है; अगला पद 51 है।,pending_review,,423690cabf2491ad
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1386,IBPS RRB Prelims,Number Series,Number Series,,Moderate,Hindi,"श्रृंखला पूरी करें: 2, 8, 14, 20, 26, ?","श्रृंखला पूरी करें: 2, 8, 14, 20, 26, ?",,32,38,26,44,A,हर बार 6 जोड़ा गया है; अगला पद 32 है।,pending_review,,eeb8a35dfb9141af
