source_file,source_question_id,exam,subject,topic,subtopic,difficulty,language,question,question_hi,english_question,option_a,option_b,option_c,option_d,correct_answer,explanation,status,tags,import_key
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1113,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,10 विद्यार्थियों की पंक्ति में मोहन बाएँ से 5वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,10 विद्यार्थियों की पंक्ति में मोहन बाएँ से 5वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,6,7,5,5,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 10−5+1=6।,pending_review,,be92589378620d9f
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1114,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,35 विद्यार्थियों की पंक्ति में मोहन बाएँ से 11वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,35 विद्यार्थियों की पंक्ति में मोहन बाएँ से 11वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,25,26,24,24,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 35−11+1=25।,pending_review,,31759f2946734eda
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1115,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,18 विद्यार्थियों की पंक्ति में मोहन बाएँ से 15वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,18 विद्यार्थियों की पंक्ति में मोहन बाएँ से 15वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,4,5,3,3,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 18−15+1=4।,pending_review,,913259da9fa95f92
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1116,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,10 विद्यार्थियों की पंक्ति में मोहन बाएँ से 8वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,10 विद्यार्थियों की पंक्ति में मोहन बाएँ से 8वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,3,4,2,2,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 10−8+1=3।,pending_review,,e015c1abb078e6d5
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1117,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,40 विद्यार्थियों की पंक्ति में मोहन बाएँ से 10वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,40 विद्यार्थियों की पंक्ति में मोहन बाएँ से 10वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,31,32,30,30,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 40−10+1=31।,pending_review,,2ddaa4aad6ac172c
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1118,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,13 विद्यार्थियों की पंक्ति में मोहन बाएँ से 7वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,13 विद्यार्थियों की पंक्ति में मोहन बाएँ से 7वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,7,8,6,6,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 13−7+1=7।,pending_review,,01ff76a55d5aa8ac
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1119,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,31 विद्यार्थियों की पंक्ति में मोहन बाएँ से 8वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,31 विद्यार्थियों की पंक्ति में मोहन बाएँ से 8वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,24,25,23,23,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 31−8+1=24।,pending_review,,2cdb4ae8a417e8c0
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1120,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,33 विद्यार्थियों की पंक्ति में मोहन बाएँ से 11वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,33 विद्यार्थियों की पंक्ति में मोहन बाएँ से 11वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,23,24,22,22,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 33−11+1=23।,pending_review,,8112677a138e3e35
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1121,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,22 विद्यार्थियों की पंक्ति में मोहन बाएँ से 1वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,22 विद्यार्थियों की पंक्ति में मोहन बाएँ से 1वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,22,23,21,21,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 22−1+1=22।,pending_review,,d5469135e1424e5c
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1122,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,21 विद्यार्थियों की पंक्ति में मोहन बाएँ से 8वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,21 विद्यार्थियों की पंक्ति में मोहन बाएँ से 8वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,14,15,13,13,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 21−8+1=14।,pending_review,,af8f2932fa50e4c3
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1123,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,11 विद्यार्थियों की पंक्ति में मोहन बाएँ से 4वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,11 विद्यार्थियों की पंक्ति में मोहन बाएँ से 4वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,8,9,7,7,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 11−4+1=8।,pending_review,,883d853846bcfb49
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1124,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,28 विद्यार्थियों की पंक्ति में मोहन बाएँ से 2वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,28 विद्यार्थियों की पंक्ति में मोहन बाएँ से 2वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,27,28,26,26,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 28−2+1=27।,pending_review,,cfd25933aa39536e
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1125,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,36 विद्यार्थियों की पंक्ति में मोहन बाएँ से 34वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,36 विद्यार्थियों की पंक्ति में मोहन बाएँ से 34वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,3,4,2,2,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 36−34+1=3।,pending_review,,040cd52b67a102e4
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1126,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,32 विद्यार्थियों की पंक्ति में मोहन बाएँ से 12वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,32 विद्यार्थियों की पंक्ति में मोहन बाएँ से 12वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,21,22,20,20,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 32−12+1=21।,pending_review,,9dedb3fa615e7587
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1127,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,19 विद्यार्थियों की पंक्ति में मोहन बाएँ से 1वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,19 विद्यार्थियों की पंक्ति में मोहन बाएँ से 1वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,19,20,18,18,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 19−1+1=19।,pending_review,,88284e319c98c6e0
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1128,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,12 विद्यार्थियों की पंक्ति में मोहन बाएँ से 1वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,12 विद्यार्थियों की पंक्ति में मोहन बाएँ से 1वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,12,13,11,11,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 12−1+1=12।,pending_review,,b676af848da7e909
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1129,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,29 विद्यार्थियों की पंक्ति में मोहन बाएँ से 24वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,29 विद्यार्थियों की पंक्ति में मोहन बाएँ से 24वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,6,7,5,5,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 29−24+1=6।,pending_review,,bf6bfc2c76eba091
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1130,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,23 विद्यार्थियों की पंक्ति में मोहन बाएँ से 16वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,23 विद्यार्थियों की पंक्ति में मोहन बाएँ से 16वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,8,9,7,7,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 23−16+1=8।,pending_review,,6a9f794c9a450813
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1131,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,32 विद्यार्थियों की पंक्ति में मोहन बाएँ से 17वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,32 विद्यार्थियों की पंक्ति में मोहन बाएँ से 17वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,16,17,15,15,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 32−17+1=16।,pending_review,,00e078245cb86025
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1132,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,20 विद्यार्थियों की पंक्ति में मोहन बाएँ से 16वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,20 विद्यार्थियों की पंक्ति में मोहन बाएँ से 16वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,5,6,4,4,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 20−16+1=5।,pending_review,,a6271ade5eea2fb1
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1133,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,33 विद्यार्थियों की पंक्ति में मोहन बाएँ से 12वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,33 विद्यार्थियों की पंक्ति में मोहन बाएँ से 12वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,22,23,21,21,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 33−12+1=22।,pending_review,,2f09df5a7f6bb2b5
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1134,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,12 विद्यार्थियों की पंक्ति में मोहन बाएँ से 10वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,12 विद्यार्थियों की पंक्ति में मोहन बाएँ से 10वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,3,4,2,2,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 12−10+1=3।,pending_review,,256fb541c2e0c7c2
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1135,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,12 विद्यार्थियों की पंक्ति में मोहन बाएँ से 8वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,12 विद्यार्थियों की पंक्ति में मोहन बाएँ से 8वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,5,6,4,4,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 12−8+1=5।,pending_review,,c93063c08a601287
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1136,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,29 विद्यार्थियों की पंक्ति में मोहन बाएँ से 23वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,29 विद्यार्थियों की पंक्ति में मोहन बाएँ से 23वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,7,8,6,6,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 29−23+1=7।,pending_review,,cadff20f081e44d4
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1137,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,40 विद्यार्थियों की पंक्ति में मोहन बाएँ से 2वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,40 विद्यार्थियों की पंक्ति में मोहन बाएँ से 2वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,39,40,38,38,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 40−2+1=39।,pending_review,,3ca9e8892f1f230a
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1138,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,27 विद्यार्थियों की पंक्ति में मोहन बाएँ से 27वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,27 विद्यार्थियों की पंक्ति में मोहन बाएँ से 27वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,1,2,1,0,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 27−27+1=1।,pending_review,,4722176f86273286
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1139,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,34 विद्यार्थियों की पंक्ति में मोहन बाएँ से 34वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,34 विद्यार्थियों की पंक्ति में मोहन बाएँ से 34वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,1,2,1,0,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 34−34+1=1।,pending_review,,20dc9e6b8e5d79b5
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1140,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,26 विद्यार्थियों की पंक्ति में मोहन बाएँ से 17वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,26 विद्यार्थियों की पंक्ति में मोहन बाएँ से 17वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,10,11,9,9,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 26−17+1=10।,pending_review,,ff5d920cd403233f
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1141,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,23 विद्यार्थियों की पंक्ति में मोहन बाएँ से 20वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,23 विद्यार्थियों की पंक्ति में मोहन बाएँ से 20वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,4,5,3,3,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 23−20+1=4।,pending_review,,fb5f81dcaaf84b1b
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1142,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,22 विद्यार्थियों की पंक्ति में मोहन बाएँ से 22वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,22 विद्यार्थियों की पंक्ति में मोहन बाएँ से 22वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,1,2,1,0,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 22−22+1=1।,pending_review,,a350b9daa49f8101
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1143,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,22 विद्यार्थियों की पंक्ति में मोहन बाएँ से 18वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,22 विद्यार्थियों की पंक्ति में मोहन बाएँ से 18वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,5,6,4,4,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 22−18+1=5।,pending_review,,5ff3a4b21d30765a
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1144,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,40 विद्यार्थियों की पंक्ति में मोहन बाएँ से 21वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,40 विद्यार्थियों की पंक्ति में मोहन बाएँ से 21वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,20,21,19,19,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 40−21+1=20।,pending_review,,51705eb61ca46be1
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1145,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,15 विद्यार्थियों की पंक्ति में मोहन बाएँ से 11वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,15 विद्यार्थियों की पंक्ति में मोहन बाएँ से 11वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,5,6,4,4,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 15−11+1=5।,pending_review,,7db421a42ca67d1f
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1146,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,12 विद्यार्थियों की पंक्ति में मोहन बाएँ से 7वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,12 विद्यार्थियों की पंक्ति में मोहन बाएँ से 7वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,6,7,5,5,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 12−7+1=6।,pending_review,,debf59a56b0954f4
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1148,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,20 विद्यार्थियों की पंक्ति में मोहन बाएँ से 9वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,20 विद्यार्थियों की पंक्ति में मोहन बाएँ से 9वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,12,13,11,11,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 20−9+1=12।,pending_review,,a674a0904d10cecc
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1149,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,26 विद्यार्थियों की पंक्ति में मोहन बाएँ से 6वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,26 विद्यार्थियों की पंक्ति में मोहन बाएँ से 6वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,21,22,20,20,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 26−6+1=21।,pending_review,,3767e61bebd0aec2
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1150,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,19 विद्यार्थियों की पंक्ति में मोहन बाएँ से 14वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,19 विद्यार्थियों की पंक्ति में मोहन बाएँ से 14वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,6,7,5,5,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 19−14+1=6।,pending_review,,391d2a18bf65cfca
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,1151,IBPS RRB Prelims,Ranking,Ranking,,Moderate,Hindi,37 विद्यार्थियों की पंक्ति में मोहन बाएँ से 27वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,37 विद्यार्थियों की पंक्ति में मोहन बाएँ से 27वें स्थान पर है। वह दाएँ से कौन-से स्थान पर होगा?,,11,12,10,10,A,दाएँ से स्थान = कुल − बाएँ से स्थान + 1 = 37−27+1=11।,pending_review,,0bedafeb29066131
