source_file,source_question_id,exam,subject,topic,subtopic,difficulty,language,question,question_hi,english_question,option_a,option_b,option_c,option_d,correct_answer,explanation,status,tags,import_key
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2011,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 99+5×8,सरलीकरण करें: 99+5×8,,139,142,136,145,A,पहले गुणा: 5×8=40; फिर जोड़कर 139।,pending_review,,da998a48f07e1471
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2012,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 625÷5−7,सरलीकरण करें: 625÷5−7,,118,121,115,124,A,625÷5=125; फिर −7=118।,pending_review,,936757d04528d9aa
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2013,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 109+5×10,सरलीकरण करें: 109+5×10,,159,162,156,165,A,पहले गुणा: 5×10=50; फिर जोड़कर 159।,pending_review,,a66524f336c92985
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2014,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 146+6×7,सरलीकरण करें: 146+6×7,,188,191,185,194,A,पहले गुणा: 6×7=42; फिर जोड़कर 188।,pending_review,,97db2bc33833632d
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2015,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 1818÷18−4,सरलीकरण करें: 1818÷18−4,,97,100,94,103,A,1818÷18=101; फिर −4=97।,pending_review,,252351876a55261b
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2016,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 50÷2+9,सरलीकरण करें: 50÷2+9,,34,37,31,40,A,50÷2=25; फिर +9=34।,pending_review,,87fc06e20eb98892
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2017,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 1060÷20−12,सरलीकरण करें: 1060÷20−12,,41,44,38,47,A,1060÷20=53; फिर −12=41।,pending_review,,0196c332f8db27ba
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2018,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: (181+9)×18,सरलीकरण करें: (181+9)×18,,3420,3423,3417,3426,A,पहले कोष्ठक: 190; फिर ×18 = 3420।,pending_review,,f84385512f0dbd3e
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2019,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: (191+6)×19,सरलीकरण करें: (191+6)×19,,3743,3746,3740,3749,A,पहले कोष्ठक: 197; फिर ×19 = 3743।,pending_review,,b4d41fca0a3a0038
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2020,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: (75+12)×4,सरलीकरण करें: (75+12)×4,,348,351,345,354,A,पहले कोष्ठक: 87; फिर ×4 = 348।,pending_review,,744a28f6e61ed9cd
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2021,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: (164+7)×12,सरलीकरण करें: (164+7)×12,,2052,2055,2049,2058,A,पहले कोष्ठक: 171; फिर ×12 = 2052।,pending_review,,b2025390e25d8215
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2022,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 165+12×12,सरलीकरण करें: 165+12×12,,309,312,306,315,A,पहले गुणा: 12×12=144; फिर जोड़कर 309।,pending_review,,96e5d0baf7d75c30
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2023,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 162+17×4,सरलीकरण करें: 162+17×4,,230,233,227,236,A,पहले गुणा: 17×4=68; फिर जोड़कर 230।,pending_review,,2027d28a089f2d40
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2024,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 178+9×20,सरलीकरण करें: 178+9×20,,358,361,355,364,A,पहले गुणा: 9×20=180; फिर जोड़कर 358।,pending_review,,2b88aa41d914b3dd
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2025,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 2352÷12+18,सरलीकरण करें: 2352÷12+18,,214,217,211,220,A,2352÷12=196; फिर +18=214।,pending_review,,b565d018f9423b8d
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2026,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 448÷16−20,सरलीकरण करें: 448÷16−20,,8,11,5,14,A,448÷16=28; फिर −20=8।,pending_review,,a306739d835c5b4a
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2027,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 199+9×2,सरलीकरण करें: 199+9×2,,217,220,214,223,A,पहले गुणा: 9×2=18; फिर जोड़कर 217।,pending_review,,64fb71bbbc950f6f
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2028,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 102+17×15,सरलीकरण करें: 102+17×15,,357,360,354,363,A,पहले गुणा: 17×15=255; फिर जोड़कर 357।,pending_review,,b8463984e21871ba
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2029,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 2926÷19−13,सरलीकरण करें: 2926÷19−13,,141,144,138,147,A,2926÷19=154; फिर −13=141।,pending_review,,727e793c918f17b2
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2030,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: (161+3)×20,सरलीकरण करें: (161+3)×20,,3280,3283,3277,3286,A,पहले कोष्ठक: 164; फिर ×20 = 3280।,pending_review,,db25547d780ec1d6
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2031,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 1644÷12+6,सरलीकरण करें: 1644÷12+6,,143,146,140,149,A,1644÷12=137; फिर +6=143।,pending_review,,6bebfb524a63e66a
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2032,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: (69+8)×13,सरलीकरण करें: (69+8)×13,,1001,1004,998,1007,A,पहले कोष्ठक: 77; फिर ×13 = 1001।,pending_review,,b36374f0a4ccdf81
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2033,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 595÷7−17,सरलीकरण करें: 595÷7−17,,68,71,65,74,A,595÷7=85; फिर −17=68।,pending_review,,0081339dc66ebe01
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2034,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 437÷19−16,सरलीकरण करें: 437÷19−16,,7,10,4,13,A,437÷19=23; फिर −16=7।,pending_review,,202a511a370e551f
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2035,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 156÷2+5,सरलीकरण करें: 156÷2+5,,83,86,80,89,A,156÷2=78; फिर +5=83।,pending_review,,a50dc9851ff9a6c6
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2036,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 47+18×11,सरलीकरण करें: 47+18×11,,245,248,242,251,A,पहले गुणा: 18×11=198; फिर जोड़कर 245।,pending_review,,daf3025db35acbc9
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2037,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 29+4×17,सरलीकरण करें: 29+4×17,,97,100,94,103,A,पहले गुणा: 4×17=68; फिर जोड़कर 97।,pending_review,,9da972bdf3c4c7a1
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2038,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 620÷4−4,सरलीकरण करें: 620÷4−4,,151,154,148,157,A,620÷4=155; फिर −4=151।,pending_review,,6d977cb845f9dd68
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2039,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 1152÷9−17,सरलीकरण करें: 1152÷9−17,,111,114,108,117,A,1152÷9=128; फिर −17=111।,pending_review,,5249dfc2784f501f
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2040,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 112+5×16,सरलीकरण करें: 112+5×16,,192,195,189,198,A,पहले गुणा: 5×16=80; फिर जोड़कर 192।,pending_review,,3c0ddfa552c62dd0
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2041,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 133+8×15,सरलीकरण करें: 133+8×15,,253,256,250,259,A,पहले गुणा: 8×15=120; फिर जोड़कर 253।,pending_review,,d1c556e0224e5838
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2042,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 1651÷13+18,सरलीकरण करें: 1651÷13+18,,145,148,142,151,A,1651÷13=127; फिर +18=145।,pending_review,,f3d6b23061231f79
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2043,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: (62+5)×9,सरलीकरण करें: (62+5)×9,,603,606,600,609,A,पहले कोष्ठक: 67; फिर ×9 = 603।,pending_review,,353e99ac90dc880b
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2044,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 453÷3−18,सरलीकरण करें: 453÷3−18,,133,136,130,139,A,453÷3=151; फिर −18=133।,pending_review,,660c4f3735f8468e
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2045,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 381÷3−9,सरलीकरण करें: 381÷3−9,,118,121,115,124,A,381÷3=127; फिर −9=118।,pending_review,,141cd10c0cb33dcc
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2046,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: (59+14)×15,सरलीकरण करें: (59+14)×15,,1095,1098,1092,1101,A,पहले कोष्ठक: 73; फिर ×15 = 1095।,pending_review,,c7e7bc7749106881
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2047,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 1092÷7−20,सरलीकरण करें: 1092÷7−20,,136,139,133,142,A,1092÷7=156; फिर −20=136।,pending_review,,6518441d4948bb74
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2048,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 648÷9+4,सरलीकरण करें: 648÷9+4,,76,79,73,82,A,648÷9=72; फिर +4=76।,pending_review,,7c419218c11cfb3f
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2049,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: (167+18)×3,सरलीकरण करें: (167+18)×3,,555,558,552,561,A,पहले कोष्ठक: 185; फिर ×3 = 555।,pending_review,,dfa893e916e2b282
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2050,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 895÷5+20,सरलीकरण करें: 895÷5+20,,199,202,196,205,A,895÷5=179; फिर +20=199।,pending_review,,fc58f8ec31b79bd1
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2051,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: (30+18)×9,सरलीकरण करें: (30+18)×9,,432,435,429,438,A,पहले कोष्ठक: 48; फिर ×9 = 432।,pending_review,,98713c0805e4d4f8
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2052,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: (185+6)×2,सरलीकरण करें: (185+6)×2,,382,385,379,388,A,पहले कोष्ठक: 191; फिर ×2 = 382।,pending_review,,4197778fa642dde9
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2053,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 183+9×16,सरलीकरण करें: 183+9×16,,327,330,324,333,A,पहले गुणा: 9×16=144; फिर जोड़कर 327।,pending_review,,59788e7087e192df
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2054,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 1560÷20+12,सरलीकरण करें: 1560÷20+12,,90,93,87,96,A,1560÷20=78; फिर +12=90।,pending_review,,4e84325fb2c72e51
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2055,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 108+13×14,सरलीकरण करें: 108+13×14,,290,293,287,296,A,पहले गुणा: 13×14=182; फिर जोड़कर 290।,pending_review,,6afbe6a6d97d6823
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2056,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 834÷6+4,सरलीकरण करें: 834÷6+4,,143,146,140,149,A,834÷6=139; फिर +4=143।,pending_review,,eda02ca57d5e2d86
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2057,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: (141+9)×10,सरलीकरण करें: (141+9)×10,,1500,1503,1497,1506,A,पहले कोष्ठक: 150; फिर ×10 = 1500।,pending_review,,e5706ad668ce1074
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2058,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 197+18×9,सरलीकरण करें: 197+18×9,,359,362,356,365,A,पहले गुणा: 18×9=162; फिर जोड़कर 359।,pending_review,,3dbe51af88c98a81
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2059,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 1197÷19−7,सरलीकरण करें: 1197÷19−7,,56,59,53,62,A,1197÷19=63; फिर −7=56।,pending_review,,4ec026121e5b1526
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2060,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 1071÷9−4,सरलीकरण करें: 1071÷9−4,,115,118,112,121,A,1071÷9=119; फिर −4=115।,pending_review,,4f418cc8911836c6
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2061,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 2052÷18+6,सरलीकरण करें: 2052÷18+6,,120,123,117,126,A,2052÷18=114; फिर +6=120।,pending_review,,3ccdcba1d1a83550
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2062,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 2940÷15+12,सरलीकरण करें: 2940÷15+12,,208,211,205,214,A,2940÷15=196; फिर +12=208।,pending_review,,8c6bb430ba10c13e
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2063,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 1050÷15+5,सरलीकरण करें: 1050÷15+5,,75,78,72,81,A,1050÷15=70; फिर +5=75।,pending_review,,c447f16ebeb1ad39
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2064,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 1664÷13+5,सरलीकरण करें: 1664÷13+5,,133,136,130,139,A,1664÷13=128; फिर +5=133।,pending_review,,db3a52c772825cf4
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2065,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 3150÷18−2,सरलीकरण करें: 3150÷18−2,,173,176,170,179,A,3150÷18=175; फिर −2=173।,pending_review,,7af2c47d6a87fef1
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2066,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: (38+9)×3,सरलीकरण करें: (38+9)×3,,141,144,138,147,A,पहले कोष्ठक: 47; फिर ×3 = 141।,pending_review,,4bf2b1f28830b425
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2067,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 146÷2+2,सरलीकरण करें: 146÷2+2,,75,78,72,81,A,146÷2=73; फिर +2=75।,pending_review,,b715eda8fa4d27fe
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2068,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: (40+6)×19,सरलीकरण करें: (40+6)×19,,874,877,871,880,A,पहले कोष्ठक: 46; फिर ×19 = 874।,pending_review,,02a28c6cd8ffe125
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2069,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 109+14×4,सरलीकरण करें: 109+14×4,,165,168,162,171,A,पहले गुणा: 14×4=56; फिर जोड़कर 165।,pending_review,,6f8e8561a7310398
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2070,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 420÷12−15,सरलीकरण करें: 420÷12−15,,20,23,17,26,A,420÷12=35; फिर −15=20।,pending_review,,02c178e931d72081
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2071,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 137+3×16,सरलीकरण करें: 137+3×16,,185,188,182,191,A,पहले गुणा: 3×16=48; फिर जोड़कर 185।,pending_review,,c7487173a5f39740
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2072,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 2640÷16−16,सरलीकरण करें: 2640÷16−16,,149,152,146,155,A,2640÷16=165; फिर −16=149।,pending_review,,a127063b6a2f24c5
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2073,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 270÷9−9,सरलीकरण करें: 270÷9−9,,21,24,18,27,A,270÷9=30; फिर −9=21।,pending_review,,873cae82a987c1e2
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2074,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 140+8×14,सरलीकरण करें: 140+8×14,,252,255,249,258,A,पहले गुणा: 8×14=112; फिर जोड़कर 252।,pending_review,,6d78b2ab1fd7e670
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2075,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: (29+4)×13,सरलीकरण करें: (29+4)×13,,429,432,426,435,A,पहले कोष्ठक: 33; फिर ×13 = 429।,pending_review,,1894bfa7f969ab4a
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2076,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 1674÷18−3,सरलीकरण करें: 1674÷18−3,,90,93,87,96,A,1674÷18=93; फिर −3=90।,pending_review,,2c3c9e1b740ee785
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2077,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 145+16×9,सरलीकरण करें: 145+16×9,,289,292,286,295,A,पहले गुणा: 16×9=144; फिर जोड़कर 289।,pending_review,,0125664ac057dd4f
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2078,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: (146+2)×14,सरलीकरण करें: (146+2)×14,,2072,2075,2069,2078,A,पहले कोष्ठक: 148; फिर ×14 = 2072।,pending_review,,7ee69d0cdcf952b3
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2079,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 476÷7+16,सरलीकरण करें: 476÷7+16,,84,87,81,90,A,476÷7=68; फिर +16=84।,pending_review,,3bee1efcc655f9e4
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2080,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 747÷9+16,सरलीकरण करें: 747÷9+16,,99,102,96,105,A,747÷9=83; फिर +16=99।,pending_review,,e3a9d94a1fab847d
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2081,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 276÷6+14,सरलीकरण करें: 276÷6+14,,60,63,57,66,A,276÷6=46; फिर +14=60।,pending_review,,f545cd116ad7cda4
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2082,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: (138+15)×16,सरलीकरण करें: (138+15)×16,,2448,2451,2445,2454,A,पहले कोष्ठक: 153; फिर ×16 = 2448।,pending_review,,c7a2e65a11327646
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2083,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: (156+13)×16,सरलीकरण करें: (156+13)×16,,2704,2707,2701,2710,A,पहले कोष्ठक: 169; फिर ×16 = 2704।,pending_review,,31c566d61dcf1ca4
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2084,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 155+16×6,सरलीकरण करें: 155+16×6,,251,254,248,257,A,पहले गुणा: 16×6=96; फिर जोड़कर 251।,pending_review,,62f258d484b284eb
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,2085,IBPS RRB Prelims,Simplification,Simplification,,Moderate,Hindi,सरलीकरण करें: 138+19×13,सरलीकरण करें: 138+19×13,,385,388,382,391,A,पहले गुणा: 19×13=247; फिर जोड़कर 385।,pending_review,,fb2807c7e8c4fde9
