source_file,source_question_id,exam,subject,topic,subtopic,difficulty,language,question,question_hi,english_question,option_a,option_b,option_c,option_d,correct_answer,explanation,status,tags,import_key
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3401,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=2:6 और A+B=72 है। A का मान क्या है?,A:B=2:6 और A+B=72 है। A का मान क्या है?,,18,54,27,54,A,कुल भाग 8; एक भाग 9; A=2×9=18।,pending_review,,8b67d9f627642d46
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3427,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=5:3 और A+B=136 है। A का मान क्या है?,A:B=5:3 और A+B=136 है। A का मान क्या है?,,85,51,102,51,A,कुल भाग 8; एक भाग 17; A=5×17=85।,pending_review,,54a1d303335cf368
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3428,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=9:9 और A+B=252 है। A का मान क्या है?,A:B=9:9 और A+B=252 है। A का मान क्या है?,,126,126,140,126,A,कुल भाग 18; एक भाग 14; A=9×14=126।,pending_review,,30594b65310228e6
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3429,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=7:9 और A+B=160 है। A का मान क्या है?,A:B=7:9 और A+B=160 है। A का मान क्या है?,,70,90,80,90,A,कुल भाग 16; एक भाग 10; A=7×10=70।,pending_review,,43aee698f00bd624
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3430,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=7:9 और A+B=240 है। A का मान क्या है?,A:B=7:9 और A+B=240 है। A का मान क्या है?,,105,135,120,135,A,कुल भाग 16; एक भाग 15; A=7×15=105।,pending_review,,67223a27ec15ac67
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3431,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=3:6 और A+B=117 है। A का मान क्या है?,A:B=3:6 और A+B=117 है। A का मान क्या है?,,39,78,52,78,A,कुल भाग 9; एक भाग 13; A=3×13=39।,pending_review,,7ee6809abc4ee645
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3432,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=2:4 और A+B=72 है। A का मान क्या है?,A:B=2:4 और A+B=72 है। A का मान क्या है?,,24,48,36,48,A,कुल भाग 6; एक भाग 12; A=2×12=24।,pending_review,,cdba5653df5f747b
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3433,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=9:2 और A+B=198 है। A का मान क्या है?,A:B=9:2 और A+B=198 है। A का मान क्या है?,,162,36,180,36,A,कुल भाग 11; एक भाग 18; A=9×18=162।,pending_review,,db20ac377d8c097f
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3434,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=6:7 और A+B=65 है। A का मान क्या है?,A:B=6:7 और A+B=65 है। A का मान क्या है?,,30,35,35,35,A,कुल भाग 13; एक भाग 5; A=6×5=30।,pending_review,,79036e620bd22288
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3435,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=3:3 और A+B=102 है। A का मान क्या है?,A:B=3:3 और A+B=102 है। A का मान क्या है?,,51,51,68,51,A,कुल भाग 6; एक भाग 17; A=3×17=51।,pending_review,,faf9657c4f8cf665
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3436,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=9:6 और A+B=300 है। A का मान क्या है?,A:B=9:6 और A+B=300 है। A का मान क्या है?,,180,120,200,120,A,कुल भाग 15; एक भाग 20; A=9×20=180।,pending_review,,b2e3cbc6d58be19e
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3437,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=5:8 और A+B=117 है। A का मान क्या है?,A:B=5:8 और A+B=117 है। A का मान क्या है?,,45,72,54,72,A,कुल भाग 13; एक भाग 9; A=5×9=45।,pending_review,,861c7d6aa0741886
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3438,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=3:5 और A+B=136 है। A का मान क्या है?,A:B=3:5 और A+B=136 है। A का मान क्या है?,,51,85,68,85,A,कुल भाग 8; एक भाग 17; A=3×17=51।,pending_review,,7e75fd058b9c662d
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3439,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=8:4 और A+B=84 है। A का मान क्या है?,A:B=8:4 और A+B=84 है। A का मान क्या है?,,56,28,63,28,A,कुल भाग 12; एक भाग 7; A=8×7=56।,pending_review,,76c60f459339228a
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3440,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=2:4 और A+B=66 है। A का मान क्या है?,A:B=2:4 और A+B=66 है। A का मान क्या है?,,22,44,33,44,A,कुल भाग 6; एक भाग 11; A=2×11=22।,pending_review,,4029a4fbd4c9cac4
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3441,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=8:6 और A+B=196 है। A का मान क्या है?,A:B=8:6 और A+B=196 है। A का मान क्या है?,,112,84,126,84,A,कुल भाग 14; एक भाग 14; A=8×14=112।,pending_review,,20cff7f521260563
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3442,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=9:3 और A+B=228 है। A का मान क्या है?,A:B=9:3 और A+B=228 है। A का मान क्या है?,,171,57,190,57,A,कुल भाग 12; एक भाग 19; A=9×19=171।,pending_review,,fd8b0330d0fc4e01
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3443,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=5:3 और A+B=72 है। A का मान क्या है?,A:B=5:3 और A+B=72 है। A का मान क्या है?,,45,27,54,27,A,कुल भाग 8; एक भाग 9; A=5×9=45।,pending_review,,f8385f5a0656fa23
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3444,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=3:2 और A+B=80 है। A का मान क्या है?,A:B=3:2 और A+B=80 है। A का मान क्या है?,,48,32,64,32,A,कुल भाग 5; एक भाग 16; A=3×16=48।,pending_review,,d3919ed831e58c56
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3445,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=9:2 और A+B=77 है। A का मान क्या है?,A:B=9:2 और A+B=77 है। A का मान क्या है?,,63,14,70,14,A,कुल भाग 11; एक भाग 7; A=9×7=63।,pending_review,,3673469c08a33e09
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3446,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=9:2 और A+B=66 है। A का मान क्या है?,A:B=9:2 और A+B=66 है। A का मान क्या है?,,54,12,60,12,A,कुल भाग 11; एक भाग 6; A=9×6=54।,pending_review,,2b53b8a9cb08b7ea
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3447,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=2:6 और A+B=160 है। A का मान क्या है?,A:B=2:6 और A+B=160 है। A का मान क्या है?,,40,120,60,120,A,कुल भाग 8; एक भाग 20; A=2×20=40।,pending_review,,dcac4a1165a938c6
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3448,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=3:4 और A+B=70 है। A का मान क्या है?,A:B=3:4 और A+B=70 है। A का मान क्या है?,,30,40,40,40,A,कुल भाग 7; एक भाग 10; A=3×10=30।,pending_review,,266cb8da4b0a5f26
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3449,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=5:6 और A+B=143 है। A का मान क्या है?,A:B=5:6 और A+B=143 है। A का मान क्या है?,,65,78,78,78,A,कुल भाग 11; एक भाग 13; A=5×13=65।,pending_review,,0c9214f7224d64e7
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3450,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=5:4 और A+B=54 है। A का मान क्या है?,A:B=5:4 और A+B=54 है। A का मान क्या है?,,30,24,36,24,A,कुल भाग 9; एक भाग 6; A=5×6=30।,pending_review,,d6bc6f9b6b6991b8
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3451,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=6:6 और A+B=120 है। A का मान क्या है?,A:B=6:6 और A+B=120 है। A का मान क्या है?,,60,60,70,60,A,कुल भाग 12; एक भाग 10; A=6×10=60।,pending_review,,7baccf787f07af69
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3452,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=9:5 और A+B=140 है। A का मान क्या है?,A:B=9:5 और A+B=140 है। A का मान क्या है?,,90,50,100,50,A,कुल भाग 14; एक भाग 10; A=9×10=90।,pending_review,,5e90865fe787fd23
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3453,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=6:7 और A+B=221 है। A का मान क्या है?,A:B=6:7 और A+B=221 है। A का मान क्या है?,,102,119,119,119,A,कुल भाग 13; एक भाग 17; A=6×17=102।,pending_review,,9bef698981d50968
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3454,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=4:8 और A+B=216 है। A का मान क्या है?,A:B=4:8 और A+B=216 है। A का मान क्या है?,,72,144,90,144,A,कुल भाग 12; एक भाग 18; A=4×18=72।,pending_review,,f0a200af6ab414b3
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3455,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=3:2 और A+B=55 है। A का मान क्या है?,A:B=3:2 और A+B=55 है। A का मान क्या है?,,33,22,44,22,A,कुल भाग 5; एक भाग 11; A=3×11=33।,pending_review,,0c9e0b7fd05f99fa
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3456,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=4:3 और A+B=140 है। A का मान क्या है?,A:B=4:3 और A+B=140 है। A का मान क्या है?,,80,60,100,60,A,कुल भाग 7; एक भाग 20; A=4×20=80।,pending_review,,fc002473cb9e6fc7
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3457,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=6:6 और A+B=204 है। A का मान क्या है?,A:B=6:6 और A+B=204 है। A का मान क्या है?,,102,102,119,102,A,कुल भाग 12; एक भाग 17; A=6×17=102।,pending_review,,3a0f7a9b0964e969
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3458,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=8:4 और A+B=192 है। A का मान क्या है?,A:B=8:4 और A+B=192 है। A का मान क्या है?,,128,64,144,64,A,कुल भाग 12; एक भाग 16; A=8×16=128।,pending_review,,3c4af0c692d59d2d
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3459,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=9:5 और A+B=84 है। A का मान क्या है?,A:B=9:5 और A+B=84 है। A का मान क्या है?,,54,30,60,30,A,कुल भाग 14; एक भाग 6; A=9×6=54।,pending_review,,1b1052619eb1b5c1
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3460,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=2:8 और A+B=180 है। A का मान क्या है?,A:B=2:8 और A+B=180 है। A का मान क्या है?,,36,144,54,144,A,कुल भाग 10; एक भाग 18; A=2×18=36।,pending_review,,673714673e0a1894
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3461,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=3:2 और A+B=90 है। A का मान क्या है?,A:B=3:2 और A+B=90 है। A का मान क्या है?,,54,36,72,36,A,कुल भाग 5; एक भाग 18; A=3×18=54।,pending_review,,d6224cf684e3ecb5
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3462,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=6:3 और A+B=171 है। A का मान क्या है?,A:B=6:3 और A+B=171 है। A का मान क्या है?,,114,57,133,57,A,कुल भाग 9; एक भाग 19; A=6×19=114।,pending_review,,ca45731cfc69b6cb
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3463,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=5:5 और A+B=50 है। A का मान क्या है?,A:B=5:5 और A+B=50 है। A का मान क्या है?,,25,25,30,25,A,कुल भाग 10; एक भाग 5; A=5×5=25।,pending_review,,c1987d54ba963e25
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3464,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=8:7 और A+B=255 है। A का मान क्या है?,A:B=8:7 और A+B=255 है। A का मान क्या है?,,136,119,153,119,A,कुल भाग 15; एक भाग 17; A=8×17=136।,pending_review,,13405ec4136da37b
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3466,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=2:6 और A+B=48 है। A का मान क्या है?,A:B=2:6 और A+B=48 है। A का मान क्या है?,,12,36,18,36,A,कुल भाग 8; एक भाग 6; A=2×6=12।,pending_review,,75fbf954661faa4c
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3467,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=3:5 और A+B=64 है। A का मान क्या है?,A:B=3:5 और A+B=64 है। A का मान क्या है?,,24,40,32,40,A,कुल भाग 8; एक भाग 8; A=3×8=24।,pending_review,,51cd1536c6fa3c62
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3468,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=9:2 और A+B=132 है। A का मान क्या है?,A:B=9:2 और A+B=132 है। A का मान क्या है?,,108,24,120,24,A,कुल भाग 11; एक भाग 12; A=9×12=108।,pending_review,,07164a59b0579ae3
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3469,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=6:2 और A+B=128 है। A का मान क्या है?,A:B=6:2 और A+B=128 है। A का मान क्या है?,,96,32,112,32,A,कुल भाग 8; एक भाग 16; A=6×16=96।,pending_review,,77e52cfe6d583c8e
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3470,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=2:2 और A+B=32 है। A का मान क्या है?,A:B=2:2 और A+B=32 है। A का मान क्या है?,,16,16,24,16,A,कुल भाग 4; एक भाग 8; A=2×8=16।,pending_review,,a1941355cd9013a7
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3472,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=2:8 और A+B=200 है। A का मान क्या है?,A:B=2:8 और A+B=200 है। A का मान क्या है?,,40,160,60,160,A,कुल भाग 10; एक भाग 20; A=2×20=40।,pending_review,,590c1d3708b307d8
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3473,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=6:2 और A+B=144 है। A का मान क्या है?,A:B=6:2 और A+B=144 है। A का मान क्या है?,,108,36,126,36,A,कुल भाग 8; एक भाग 18; A=6×18=108।,pending_review,,292611bd39c7e88c
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3474,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=7:5 और A+B=216 है। A का मान क्या है?,A:B=7:5 और A+B=216 है। A का मान क्या है?,,126,90,144,90,A,कुल भाग 12; एक भाग 18; A=7×18=126।,pending_review,,7782219793b2d221
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3475,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=9:8 और A+B=153 है। A का मान क्या है?,A:B=9:8 और A+B=153 है। A का मान क्या है?,,81,72,90,72,A,कुल भाग 17; एक भाग 9; A=9×9=81।,pending_review,,a0f043bddbfb6a88
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3476,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=8:7 और A+B=210 है। A का मान क्या है?,A:B=8:7 और A+B=210 है। A का मान क्या है?,,112,98,126,98,A,कुल भाग 15; एक भाग 14; A=8×14=112।,pending_review,,c95a7a553600add3
IBPS_RRB_PRELIMS_BULK_4000_MCQ_HINDI(1).txt,3477,IBPS RRB Prelims,Ratio,Ratio,,Moderate,Hindi,A:B=5:2 और A+B=119 है। A का मान क्या है?,A:B=5:2 और A+B=119 है। A का मान क्या है?,,85,34,102,34,A,कुल भाग 7; एक भाग 17; A=5×17=85।,pending_review,,21e775873d1bd7a9
